"id","player","pos","sOHL","season","DY+/-","gp","evtp","pptp","tp","ev.ppg","pp.ppg","ppg","eTOI/GP","DOB","age.group"
40178,"christian-girhiny","F",5,2019,"DY+3",11,8,2,10,0.727,0.182,0.909,16.59,1998-08-21,"early"
43620,"cam-hillis","F",3,2019,"DY+1",33,16,6,22,0.485,0.182,0.667,17.02,2000-06-24,"early"
42094,"nick-isaacson","F",4,2019,"DY+2",67,32,4,37,0.478,0.06,0.552,16.38,1999-08-11,"early"
44572,"nicholas-porco","F",2,2019,"DY",67,25,7,36,0.373,0.104,0.537,15.12,2001-03-12,"early"
43106,"billy-moskal","F",3,2019,"DY+1",68,28,1,36,0.412,0.015,0.529,14.78,2000-03-22,"early"
43543,"daylon-groulx","F",3,2019,"DY+1",68,31,7,38,0.456,0.103,0.559,15.65,2000-06-07,"early"
42459,"paul-cotter","F",4,2019,"DY+1",48,25,1,26,0.521,0.021,0.542,13.21,1999-11-16,"late"
41679,"josh-nelson","F",4,2019,"DY+2",65,26,6,34,0.4,0.092,0.523,14.04,1999-05-27,"early"
42928,"connor-roberts","F",3,2019,"DY+1",14,5,2,7,0.357,0.143,0.5,15.87,2000-02-22,"early"
41752,"brady-lyle","D",4,2019,"DY+2",68,24,17,41,0.353,0.25,0.603,24.05,1999-06-06,"early"
42941,"jack-wismer","F",3,2019,"DY+1",68,29,6,36,0.426,0.088,0.529,13.65,2000-02-24,"early"
43093,"samuel-bitten","F",3,2019,"DY+1",68,32,3,35,0.471,0.044,0.515,13.17,2000-03-21,"early"
43364,"brady-hinz","F",3,2019,"DY+1",61,26,7,34,0.426,0.115,0.557,15.05,2000-05-03,"early"
42725,"matthew-macdougall","F",3,2019,"DY+1",69,27,8,36,0.391,0.116,0.522,15.05,2000-01-23,"early"
42655,"declan-chisholm","D",3,2019,"DY+1",67,35,10,48,0.522,0.149,0.716,22.88,2000-01-12,"early"
43406,"zackary-trott","F",3,2019,"DY+1",68,28,8,37,0.412,0.118,0.544,15,2000-05-10,"early"
39007,"domenico-commisso","F",5,2019,"DY+3",61,18,14,34,0.295,0.23,0.557,15.38,1998-02-19,"early"
41808,"dmitri-samorukov","D",4,2019,"DY+2",59,31,13,45,0.525,0.22,0.763,24.14,1999-06-16,"early"
43412,"owen-gilhula","F",3,2019,"DY+1",37,16,4,20,0.432,0.108,0.54,12.31,2000-05-11,"early"
43144,"sergei-popov","F",3,2019,"DY+1",47,21,4,25,0.447,0.085,0.532,13.8,2000-03-27,"early"
43974,"semyon-der-arguchintsev","F",3,2019,"DY+1",62,32,14,46,0.516,0.226,0.742,15.56,2000-09-15,"early"
39276,"luke-kutkevicius","F",5,2019,"DY+3",30,10,3,16,0.333,0.1,0.533,16.08,1998-03-25,"early"
39631,"matt-timms","D",5,2019,"DY+3",35,16,8,24,0.457,0.229,0.686,20.32,1998-05-12,"early"
44529,"brayden-guy","F",2,2019,"DY",60,29,2,32,0.483,0.033,0.533,14.59,2001-03-03,"early"
42245,"calvin-martin","F",4,2019,"DY+1",68,31,0,37,0.456,0,0.544,14.02,1999-09-16,"late"
44604,"emmett-sproule","F",2,2019,"DY",68,34,3,37,0.5,0.044,0.544,13.44,2001-03-19,"early"
44666,"camaryn-baber","F",2,2019,"DY",48,23,0,23,0.479,0,0.479,11.88,2001-04-04,"early"
42114,"alexei-lipanov","F",4,2019,"DY+2",61,17,13,30,0.279,0.213,0.492,15.12,1999-08-17,"early"
44386,"matvei-guskov","F",2,2019,"DY",59,29,1,30,0.492,0.017,0.508,13.05,2001-01-30,"early"
44397,"cody-morgan","F",2,2019,"DY",63,29,10,39,0.46,0.159,0.619,14.69,2001-02-01,"early"
45410,"antonio-stranges","F",1,2019,"DY-1",66,30,4,34,0.455,0.061,0.515,13.07,2002-02-05,"early"
44878,"emmett-pierce","F",2,2019,"DY",24,9,1,10,0.375,0.042,0.417,11.86,2001-05-30,"early"
45603,"cameron-butler","F",1,2019,"DY-1",64,20,6,26,0.312,0.094,0.406,13.36,2002-06-09,"early"
45290,"brandon-coe","F",2,2019,"DY-1",65,30,7,37,0.462,0.108,0.569,15.34,2001-12-01,"late"
43830,"alec-regula","D",3,2019,"DY+1",66,25,9,39,0.379,0.136,0.591,21.78,2000-08-06,"early"
43985,"jack-york","D",3,2019,"DY",61,20,9,29,0.328,0.148,0.475,20.76,2000-09-17,"late"
45170,"jack-quinn","F",2,2019,"DY-1",61,23,7,32,0.377,0.115,0.525,12.87,2001-09-19,"late"
40877,"liam-ham","D",4,2019,"DY+2",53,15,19,34,0.283,0.358,0.642,26.3,1999-02-03,"early"
40185,"justin-murray","D",5,2019,"DY+3",67,30,10,40,0.448,0.149,0.597,21.41,1998-08-22,"early"
42758,"mitchell-hoelscher","F",3,2019,"DY+1",68,32,3,40,0.471,0.044,0.588,14.4,2000-01-27,"early"
45516,"jamie-drysdale","D",1,2019,"DY-1",63,23,17,40,0.365,0.27,0.635,22.38,2002-04-08,"early"
41701,"matthew-philip","F",4,2019,"DY+2",66,28,3,31,0.424,0.045,0.47,14.01,1999-05-31,"early"
43578,"kaleb-pearson","F",3,2019,"DY+1",66,24,4,28,0.364,0.061,0.424,13.15,2000-06-15,"early"
45314,"aidan-prueter","F",2,2019,"DY-1",66,33,5,38,0.5,0.076,0.576,15.45,2001-12-21,"late"
43506,"christopher-playfair","F",3,2019,"DY+1",49,19,1,20,0.388,0.02,0.408,15.34,2000-05-31,"early"
40362,"drake-pilon","F",5,2019,"DY+2",55,19,3,27,0.345,0.055,0.491,15.06,1998-10-02,"late"
41780,"luke-boka","F",4,2019,"DY+2",64,23,7,32,0.359,0.109,0.5,15.4,1999-06-12,"early"
42923,"mike-little","F",3,2019,"DY+1",62,23,7,31,0.371,0.113,0.5,15.18,2000-02-21,"early"
41193,"issac-nurse","F",4,2019,"DY+2",68,23,4,28,0.338,0.059,0.412,15.98,1999-03-16,"early"
42740,"hunter-holmes","F",3,2019,"DY+1",68,22,7,29,0.324,0.103,0.426,15.92,2000-01-25,"early"
43838,"connor-corcoran","D",3,2019,"DY+1",68,15,16,32,0.221,0.235,0.471,24.03,2000-08-07,"early"
41885,"joey-keane","D",4,2019,"DY+2",66,19,19,39,0.288,0.288,0.591,20.5,1999-07-02,"early"
42616,"dennis-busby","D",3,2019,"DY+1",27,8,5,14,0.296,0.185,0.518,22.65,2000-01-06,"early"
45616,"evan-vierling","F",1,2019,"DY-1",60,24,2,27,0.4,0.033,0.45,14.52,2002-06-20,"early"
45681,"ethan-cardwell","F",1,2019,"DY-1",15,5,0,5,0.333,0,0.333,11.05,2002-08-30,"early"
44830,"nathan-staios","D",2,2019,"DY",64,20,9,29,0.312,0.141,0.453,21.64,2001-05-17,"early"
42792,"owen-lalonde","D",3,2019,"DY+1",68,33,8,41,0.485,0.118,0.603,19.5,2000-02-01,"early"
43228,"richard-whittaker","F",3,2019,"DY+1",68,24,4,30,0.353,0.059,0.441,13.36,2000-04-08,"early"
44394,"joe-carroll","F",2,2019,"DY",65,29,2,31,0.446,0.031,0.477,14.46,2001-02-01,"early"
43627,"riley-mccourt","D",3,2019,"DY+1",47,21,11,32,0.447,0.234,0.681,22.67,2000-06-26,"early"
42278,"aidan-brown","F",4,2019,"DY+1",66,26,4,30,0.394,0.061,0.454,13.7,1999-09-23,"late"
44632,"billy-constantinou","D",2,2019,"DY",66,19,14,33,0.288,0.212,0.5,20.44,2001-03-25,"early"
45537,"rory-kerins","F",1,2019,"DY-1",57,21,2,23,0.368,0.035,0.404,11.46,2002-04-23,"early"
40742,"nick-king","D",4,2019,"DY+2",67,20,20,40,0.299,0.299,0.597,23.27,1999-01-13,"early"
40939,"tyler-burnie","F",4,2019,"DY+2",58,14,9,26,0.241,0.155,0.448,17.76,1999-02-09,"early"
41122,"nick-grima","D",4,2019,"DY+2",65,20,7,30,0.308,0.108,0.462,19.88,1999-03-07,"early"
45384,"sahil-panwar","F",1,2019,"DY-1",26,7,0,8,0.269,0,0.308,10.36,2002-01-26,"early"
45363,"james-hardie","F",1,2019,"DY-1",62,22,0,22,0.355,0,0.355,12.16,2002-01-18,"early"
42652,"david-maier","D",3,2019,"DY+1",49,7,12,19,0.143,0.245,0.388,15.75,2000-01-12,"early"
43579,"luke-beamish","D",3,2019,"DY+1",23,6,5,11,0.261,0.217,0.478,19.97,2000-06-15,"early"
42574,"ian-derungs","F",4,2019,"DY+1",57,12,8,20,0.211,0.14,0.351,15.42,1999-12-31,"late"
44861,"vladislav-kolyachonok","D",2,2019,"DY",54,17,13,30,0.315,0.241,0.556,22.28,2001-05-26,"early"
40913,"drew-hunter","D",4,2019,"DY+2",51,18,8,26,0.353,0.157,0.51,18.94,1999-02-06,"early"
42064,"zachary-roberts","F",4,2019,"DY+2",51,15,0,16,0.294,0,0.314,11.02,1999-08-04,"early"
42550,"bradey-johnson","F",4,2019,"DY+1",68,23,4,27,0.338,0.059,0.397,13.49,1999-12-24,"late"
45173,"ryan-stepien","F",2,2019,"DY-1",56,19,3,22,0.339,0.054,0.393,12.7,2001-09-19,"late"
45411,"kyle-mcdonald","F",1,2019,"DY-1",39,15,0,15,0.385,0,0.385,12.26,2002-02-05,"early"
40897,"curtis-egert","F",4,2019,"DY+2",64,15,6,21,0.234,0.094,0.328,11.7,1999-02-04,"early"
44333,"dalton-duhart","F",2,2019,"DY",64,18,5,23,0.281,0.078,0.359,13,2001-01-18,"early"
42384,"cade-robinson","F",4,2019,"DY+1",68,23,1,25,0.338,0.015,0.368,13.58,1999-10-22,"late"
44435,"cullen-mclean","F",2,2019,"DY",54,16,0,16,0.296,0,0.296,10.56,2001-02-10,"early"
43382,"jake-goldowski","F",3,2019,"DY+1",65,24,2,26,0.369,0.031,0.4,12.94,2000-05-07,"early"
44542,"mitchell-russell","F",2,2019,"DY",65,19,4,24,0.292,0.062,0.369,12.09,2001-03-06,"early"
45058,"mason-primeau","F",2,2019,"DY",69,30,2,33,0.435,0.029,0.478,14.76,2001-07-28,"early"
43676,"max-grondin","F",3,2019,"DY+1",62,17,1,18,0.274,0.016,0.29,13.16,2000-07-04,"early"
45575,"ryan-o-rourke","D",1,2019,"DY-1",62,16,5,22,0.258,0.081,0.355,15.55,2002-05-16,"early"
45164,"nicholas-wong","F",2,2019,"DY-1",66,15,10,25,0.227,0.152,0.379,14.47,2001-09-17,"late"
45606,"ty-collins","F",1,2019,"DY-1",48,16,0,16,0.333,0,0.333,9.87,2002-06-11,"early"
44296,"jacob-winterton","F",2,2019,"DY",67,18,1,21,0.269,0.015,0.313,12.54,2001-01-09,"early"
44988,"jordan-frasca","F",2,2019,"DY",60,21,2,23,0.35,0.033,0.383,12.99,2001-07-05,"early"
43633,"kevin-bahl","D",3,2019,"DY+1",68,23,10,34,0.338,0.147,0.5,19.95,2000-06-27,"early"
45454,"lleyton-moore","D",1,2019,"DY-1",34,9,3,13,0.265,0.088,0.382,17.49,2002-02-27,"early"
43972,"alex-gritz","F",3,2019,"DY+1",53,18,3,21,0.34,0.057,0.396,13.43,2000-09-15,"early"
38909,"matt-hotchkiss","F",5,2019,"DY+3",57,18,6,24,0.316,0.105,0.421,15.29,1998-02-06,"early"
44626,"simon-rose","D",2,2019,"DY",57,16,6,22,0.281,0.105,0.386,20.36,2001-03-23,"early"
42620,"quinn-yule","F",3,2019,"DY+1",54,13,0,15,0.241,0,0.278,11.5,2000-01-06,"early"
40927,"c.j.-clarke","F",4,2019,"DY+2",70,22,1,23,0.314,0.014,0.329,13.22,1999-02-08,"early"
40605,"reagan-o-grady","D",5,2019,"DY+2",55,18,0,18,0.327,0,0.327,17.71,1998-12-15,"late"
40837,"fedor-gordeev","D",4,2019,"DY+2",63,25,4,32,0.397,0.063,0.508,22.09,1999-01-27,"early"
43017,"nicholas-canade","F",3,2019,"DY+1",63,18,4,22,0.286,0.063,0.349,14.85,2000-03-07,"early"
44458,"harrison-caines","F",2,2019,"DY",56,20,0,21,0.357,0,0.375,12.04,2001-02-14,"early"
44526,"erik-cermak","F",2,2019,"DY",68,15,10,25,0.221,0.147,0.368,12.47,2001-03-02,"early"
45217,"brendan-hoffman","F",2,2019,"DY-1",64,16,0,17,0.25,0,0.266,12.23,2001-10-09,"late"
41217,"markus-phillips","D",4,2019,"DY+2",62,20,4,26,0.323,0.065,0.419,21.22,1999-03-21,"early"
42617,"joseph-mack","F",3,2019,"DY+1",67,20,0,21,0.299,0,0.313,13.49,2000-01-06,"early"
42662,"adrien-beraldo","D",3,2019,"DY+1",63,11,7,18,0.175,0.111,0.286,18.3,2000-01-13,"early"
43754,"danny-katic","F",3,2019,"DY+1",42,16,0,16,0.381,0,0.381,11.88,2000-07-19,"early"
44908,"adam-varga","F",2,2019,"DY",63,10,4,15,0.159,0.063,0.238,11.06,2001-06-07,"early"
38956,"cole-candella","D",5,2019,"DY+3",68,22,10,34,0.324,0.147,0.5,22.6,1998-02-13,"early"
44135,"luke-bignell","F",3,2019,"DY",68,18,1,19,0.265,0.015,0.279,12.81,2000-11-03,"late"
44813,"liam-ross","D",2,2019,"DY",68,26,1,29,0.382,0.015,0.426,19.25,2001-05-13,"early"
44915,"michael-vukojevic","D",2,2019,"DY",68,24,3,29,0.353,0.044,0.426,21.28,2001-06-08,"early"
43876,"andrew-bruder","F",3,2019,"DY+1",43,12,0,12,0.279,0,0.279,11.06,2000-08-16,"early"
40120,"theo-calvas","D",5,2019,"DY+3",65,22,0,22,0.338,0,0.338,21.31,1998-08-06,"early"
40812,"elijah-roberts","D",4,2019,"DY+2",61,26,6,32,0.426,0.098,0.525,20.84,1999-01-23,"early"
41255,"jakob-brahaney","D",4,2019,"DY+2",66,11,12,23,0.167,0.182,0.348,22.76,1999-03-26,"early"
45475,"reid-valade","F",1,2019,"DY-1",62,17,3,20,0.274,0.048,0.323,13.05,2002-03-14,"early"
43277,"chad-denault","F",3,2019,"DY+1",68,13,0,15,0.191,0,0.221,11.95,2000-04-17,"early"
44029,"tim-fleischer","F",3,2019,"DY",68,20,1,21,0.294,0.015,0.309,12.55,2000-09-29,"late"
41675,"jacob-paquette","D",4,2019,"DY+2",59,23,2,27,0.39,0.034,0.458,20.76,1999-05-26,"early"
44487,"mike-petizian","F",2,2019,"DY",59,17,0,17,0.288,0,0.288,12.4,2001-02-20,"early"
45361,"tyson-foerster","F",1,2019,"DY-1",64,18,5,23,0.281,0.078,0.359,12.46,2002-01-18,"early"
44390,"louka-henault","D",2,2019,"DY",66,20,2,22,0.303,0.03,0.333,17.61,2001-01-31,"early"
44698,"kyle-harris","F",2,2019,"DY",66,16,1,17,0.242,0.015,0.258,14.32,2001-04-12,"early"
43235,"dawson-baker","F",3,2019,"DY+1",62,13,2,16,0.21,0.032,0.258,14.35,2000-04-10,"early"
45352,"donovan-sebrango","D",1,2019,"DY-1",62,17,9,26,0.274,0.145,0.419,18.02,2002-01-12,"early"
44610,"mitchell-brewer","D",2,2019,"DY",67,17,1,18,0.254,0.015,0.269,17.92,2001-03-20,"early"
39630,"zachary-poirier","F",5,2019,"DY+3",63,17,1,18,0.27,0.016,0.286,12.98,1998-05-12,"early"
43495,"luke-moncada","F",3,2019,"DY+1",68,16,0,17,0.235,0,0.25,13.71,2000-05-29,"early"
45105,"liam-van-loon","F",2,2019,"DY",54,16,3,19,0.296,0.056,0.352,11.73,2001-08-17,"early"
39903,"chase-campbell","F",5,2019,"DY+3",64,14,0,15,0.219,0,0.234,13.29,1998-06-24,"early"
43332,"merrick-rippon","D",3,2019,"DY+1",64,18,0,18,0.281,0,0.281,20.11,2000-04-27,"early"
44763,"tye-kartye","F",2,2019,"DY",64,22,2,24,0.344,0.031,0.375,12.4,2001-04-30,"early"
45707,"avery-hayes","F",1,2019,"DY-2",64,15,3,18,0.234,0.047,0.281,11.25,2002-10-10,"late"
43208,"eric-guest","F",3,2019,"DY+1",45,8,6,15,0.178,0.133,0.333,15.64,2000-04-04,"early"
43615,"justin-macpherson","D",3,2019,"DY+1",65,23,1,25,0.354,0.015,0.385,18,2000-06-23,"early"
44469,"tag-bertuzzi","F",2,2019,"DY",30,7,2,9,0.233,0.067,0.3,13.03,2001-02-18,"early"
42749,"nico-gross","D",3,2019,"DY+1",56,18,2,20,0.321,0.036,0.357,17.27,2000-01-26,"early"
44774,"nathan-allensen","D",2,2019,"DY",67,16,4,20,0.239,0.06,0.298,18.47,2001-05-03,"early"
45480,"jack-thompson","D",1,2019,"DY-1",52,10,6,16,0.192,0.115,0.308,14.87,2002-03-19,"early"
41213,"jacob-golden","D",4,2019,"DY+2",63,13,4,17,0.206,0.063,0.27,17.77,1999-03-20,"early"
45581,"isaac-langdon","F",1,2019,"DY-1",58,12,3,15,0.207,0.052,0.259,11.68,2002-05-22,"early"
40195,"owen-burnell","F",5,2019,"DY+3",16,4,0,4,0.25,0,0.25,11.8,1998-08-24,"early"
45301,"filip-reisnecker","F",2,2019,"DY-1",32,5,2,7,0.156,0.062,0.219,10.98,2001-12-12,"late"
39312,"will-lochead","D",5,2019,"DY+3",54,7,8,17,0.13,0.148,0.315,19.17,1998-03-30,"early"
45592,"alec-belanger","D",1,2019,"DY-1",27,7,1,8,0.259,0.037,0.296,12.92,2002-05-29,"early"
42147,"cole-fraser","D",4,2019,"DY+2",60,21,0,21,0.35,0,0.35,21.43,1999-08-23,"early"
45295,"anthony-tabak","F",2,2019,"DY-1",60,12,3,15,0.2,0.05,0.25,12.39,2001-12-06,"late"
42724,"jack-duff","D",3,2019,"DY+1",66,16,3,21,0.242,0.045,0.318,21.03,2000-01-23,"early"
40721,"zachary-jackson","F",4,2019,"DY+2",39,8,0,8,0.205,0,0.205,12.05,1999-01-11,"early"
42910,"sam-rhodes","F",3,2019,"DY+1",67,12,3,15,0.179,0.045,0.224,11.95,2000-02-19,"early"
44199,"nikita-okhotyuk","D",3,2019,"DY",56,15,0,17,0.268,0,0.304,19.65,2000-12-04,"late"
41542,"reilly-webb","D",4,2019,"DY+2",62,15,0,15,0.242,0,0.242,18.53,1999-05-04,"early"
41437,"kelton-hatcher","D",4,2019,"DY+2",51,8,1,11,0.157,0.02,0.216,21.76,1999-04-19,"early"
43263,"kurtis-henry","D",3,2019,"DY+1",68,20,0,21,0.294,0,0.309,18.96,2000-04-14,"early"
44173,"jacob-leguerrier","D",3,2019,"DY",68,13,0,16,0.191,0,0.235,19.56,2000-11-22,"late"
44601,"anthony-aguanno","D",2,2019,"DY",57,7,8,16,0.123,0.14,0.281,17.59,2001-03-18,"early"
44686,"daniel-d-amato","F",2,2019,"DY",63,15,0,15,0.238,0,0.238,11.6,2001-04-08,"early"
43193,"blake-mcconville","F",3,2019,"DY+1",52,10,1,12,0.192,0.019,0.231,10.49,2000-04-03,"early"
42684,"peter-stratis","D",3,2019,"DY+1",58,11,6,17,0.19,0.103,0.293,20.16,2000-01-18,"early"
45738,"matt-maggio","F",1,2019,"DY-2",35,7,0,7,0.2,0,0.2,10.14,2002-11-25,"late"
44286,"lucas-peric","D",2,2019,"DY",53,16,1,17,0.302,0.019,0.321,16.18,2001-01-08,"early"
42670,"carter-robertson","D",3,2019,"DY+1",66,18,4,23,0.273,0.061,0.348,18.61,2000-01-15,"early"
42919,"brett-jacklin","F",3,2019,"DY+1",48,12,0,12,0.25,0,0.25,10.45,2000-02-21,"early"
43893,"jackson-doherty","F",3,2019,"DY+1",66,12,0,13,0.182,0,0.197,11.7,2000-08-22,"early"
44525,"grayson-ladd","D",2,2019,"DY",48,15,1,18,0.312,0.021,0.375,18.76,2001-03-01,"early"
45032,"mason-millman","D",2,2019,"DY",66,17,7,25,0.258,0.106,0.379,18.14,2001-07-18,"early"
45711,"kyle-jackson","F",1,2019,"DY-2",12,3,0,3,0.25,0,0.25,11.34,2002-10-17,"late"
41536,"hudson-wilson","D",4,2019,"DY+2",67,18,0,19,0.269,0,0.284,18.39,1999-05-03,"early"
42120,"ryan-wells","D",4,2019,"DY+2",61,16,0,16,0.262,0,0.262,19.22,1999-08-18,"early"
44452,"alexandre-hogue","D",2,2019,"DY",55,5,6,11,0.091,0.109,0.2,13.87,2001-02-14,"early"
41806,"anthony-demeo","D",4,2019,"DY+2",49,10,1,12,0.204,0.02,0.245,16.51,1999-06-16,"early"
44970,"justin-mccombs","F",2,2019,"DY",49,6,2,9,0.122,0.041,0.184,10.37,2001-06-27,"early"
45718,"daniil-chayka","D",1,2019,"DY-2",56,13,1,14,0.232,0.018,0.25,14.78,2002-10-22,"late"
39467,"jack-hanley","D",5,2019,"DY+3",44,11,0,11,0.25,0,0.25,19.85,1998-04-20,"early"
41628,"daniel-walker","F",4,2019,"DY+2",44,8,1,9,0.182,0.023,0.204,13.33,1999-05-18,"early"
44352,"brendan-sellan","F",2,2019,"DY",64,13,0,13,0.203,0,0.203,12.35,2001-01-23,"early"
45668,"ben-mcfarlane","F",1,2019,"DY-1",13,2,0,2,0.154,0,0.154,8.61,2002-08-09,"early"
45746,"nolan-burke","F",1,2019,"DY-2",13,3,0,3,0.231,0,0.231,10.8,2002-12-09,"late"
45095,"lucas-rowe","F",2,2019,"DY",46,9,1,10,0.196,0.022,0.217,13.69,2001-08-13,"early"
43253,"roman-pucek","F",3,2019,"DY+1",33,7,0,7,0.212,0,0.212,10.14,2000-04-13,"early"
45192,"luke-drewitt","F",2,2019,"DY-1",53,10,1,11,0.189,0.019,0.208,12.72,2001-09-27,"late"
45237,"colton-kamerrer","D",2,2019,"DY-1",60,13,2,15,0.217,0.033,0.25,16.44,2001-10-21,"late"
41507,"daniel-bukac","D",4,2019,"DY+2",54,15,0,15,0.278,0,0.278,15.99,1999-04-29,"early"
38662,"ryan-barbosa","D",5,2019,"DY+3",62,14,4,18,0.226,0.065,0.29,17.55,1998-01-05,"early"
39356,"jonathon-schaefer","D",5,2019,"DY+3",62,15,0,15,0.242,0,0.242,18.81,1998-04-04,"early"
41111,"jack-phibbs","F",4,2019,"DY+2",63,11,0,12,0.175,0,0.19,12.49,1999-03-05,"early"
42629,"emmett-serensits","D",3,2019,"DY+1",63,13,0,15,0.206,0,0.238,18.58,2000-01-07,"early"
44402,"drew-wawrow","D",2,2019,"DY",21,2,1,3,0.095,0.048,0.143,12.55,2001-02-02,"early"
44606,"payton-vescio","D",2,2019,"DY",42,6,1,7,0.143,0.024,0.167,14.99,2001-03-20,"early"
44727,"kurtis-evans","F",2,2019,"DY",21,3,0,3,0.143,0,0.143,10.52,2001-04-21,"early"
45247,"cameron-supryka","D",2,2019,"DY-1",49,9,1,11,0.184,0.02,0.224,15.63,2001-10-28,"late"
45277,"alex-johnston","F",2,2019,"DY-1",56,16,0,16,0.286,0,0.286,11.56,2001-11-19,"late"
45428,"cameron-tolnai","F",1,2019,"DY-1",56,12,0,13,0.214,0,0.232,10.88,2002-02-14,"early"
45556,"yanic-crete","F",1,2019,"DY-1",14,2,0,2,0.143,0,0.143,9.47,2002-05-07,"early"
39817,"trenton-bourque","D",5,2019,"DY+3",57,8,3,12,0.14,0.053,0.21,21.21,1998-06-11,"early"
41472,"liam-stevens","F",4,2019,"DY+2",65,12,0,12,0.185,0,0.185,11.53,1999-04-23,"early"
43505,"william-ennis","D",3,2019,"DY+1",67,14,1,16,0.209,0.015,0.239,19.57,2000-05-31,"early"
44591,"navrin-mutter","F",2,2019,"DY",67,12,1,13,0.179,0.015,0.194,11.3,2001-03-15,"early"
45483,"riley-piercey","F",1,2019,"DY-1",60,13,0,14,0.217,0,0.233,10.74,2002-03-20,"early"
39544,"austin-osmanski","D",5,2019,"DY+3",68,15,1,17,0.221,0.015,0.25,20.24,1998-04-30,"early"
45120,"andrew-perrott","D",2,2019,"DY",53,15,0,15,0.283,0,0.283,16.57,2001-08-24,"early"
41983,"hayden-davis","D",4,2019,"DY+2",46,13,1,14,0.283,0.022,0.304,19.25,1999-07-21,"early"
41452,"cole-resnick","F",4,2019,"DY+2",62,10,1,11,0.161,0.016,0.177,9.49,1999-04-21,"early"
43102,"patrick-brown","F",3,2019,"DY+1",62,11,0,11,0.177,0,0.177,10.87,2000-03-21,"early"
43398,"matt-mcnamara","D",3,2019,"DY+1",62,15,0,15,0.242,0,0.242,17.7,2000-05-10,"early"
44287,"bryce-caruk","F",2,2019,"DY",31,5,0,5,0.161,0,0.161,9.46,2001-01-08,"early"
44880,"griffin-wilson","F",2,2019,"DY",63,13,0,13,0.206,0,0.206,11.01,2001-05-30,"early"
43356,"jake-gravelle","D",3,2019,"DY+1",64,12,1,13,0.188,0.016,0.203,17.78,2000-05-01,"early"
43837,"d.j.-king","D",3,2019,"DY+1",50,7,0,7,0.14,0,0.14,17.07,2000-08-07,"early"
40701,"alex-turko","F",4,2019,"DY+2",68,14,0,16,0.206,0,0.235,12.37,1999-01-07,"early"
41173,"ryan-o-bonsawin","D",4,2019,"DY+2",51,4,1,7,0.078,0.02,0.137,13.32,1999-03-13,"early"
43292,"yegor-postnov","F",3,2019,"DY+1",17,7,0,7,0.412,0,0.412,14.66,2000-04-19,"early"
45194,"isaak-phillips","D",2,2019,"DY-1",68,13,1,14,0.191,0.015,0.206,17.86,2001-09-28,"late"
41795,"ryan-martin","D",4,2019,"DY+2",60,13,0,13,0.217,0,0.217,19.39,1999-06-14,"early"
45580,"zayde-wisdom","F",1,2019,"DY-1",60,10,0,10,0.167,0,0.167,13.74,2002-05-20,"early"
43224,"john-parker-jones","F",3,2019,"DY+1",44,5,1,6,0.114,0.023,0.136,12.99,2000-04-07,"early"
39741,"kyle-gentles","D",5,2019,"DY+3",54,13,0,13,0.241,0,0.241,17.11,1998-05-30,"early"
44377,"ian-martin","F",2,2019,"DY",54,9,0,9,0.167,0,0.167,11.07,2001-01-27,"early"
45388,"michael-renwick","D",1,2019,"DY-1",18,3,0,3,0.167,0,0.167,15.05,2002-01-26,"early"
43490,"holden-wale","D",3,2019,"DY+1",65,15,0,15,0.231,0,0.231,16.3,2000-05-28,"early"
41691,"christopher-cameron","D",4,2019,"DY+2",66,15,0,16,0.227,0,0.242,18.5,1999-05-29,"early"
43424,"braden-henderson","D",3,2019,"DY+1",67,7,2,9,0.104,0.03,0.134,19.97,2000-05-14,"early"
44543,"peter-fleming","F",2,2019,"DY",58,7,0,7,0.121,0,0.121,9.75,2001-03-06,"early"
45396,"gerard-keane","D",1,2019,"DY-1",29,4,0,4,0.138,0,0.138,13.14,2002-01-30,"early"
41163,"kyle-bollers","F",4,2019,"DY+2",49,9,0,9,0.184,0,0.184,10.74,1999-03-12,"early"
44366,"robert-calisti","D",2,2019,"DY",59,7,0,7,0.119,0,0.119,12.77,2001-01-25,"early"
45464,"jake-uberti","F",1,2019,"DY-1",59,9,0,9,0.153,0,0.152,9.36,2002-03-07,"early"
42361,"thomas-stevenson","D",4,2019,"DY+1",60,10,0,10,0.167,0,0.167,17.49,1999-10-14,"late"
45214,"nolan-degurse","F",2,2019,"DY-1",10,2,0,2,0.2,0,0.2,9.52,2001-10-08,"late"
45540,"nolan-seed","D",1,2019,"DY-1",60,6,4,10,0.1,0.067,0.167,12.87,2002-04-24,"early"
41027,"josh-wainman","D",4,2019,"DY+2",63,8,0,10,0.127,0,0.159,17.98,1999-02-20,"early"
44313,"ashton-reesor","D",2,2019,"DY",65,11,0,12,0.169,0,0.185,17.23,2001-01-12,"early"
41682,"ian-blacker","D",4,2019,"DY+2",55,7,0,7,0.127,0,0.127,15.23,1999-05-27,"early"
44539,"manuel-alberg","F",2,2019,"DY",55,8,0,8,0.145,0,0.146,9.87,2001-03-06,"early"
45512,"william-portokalis","F",1,2019,"DY-1",55,6,1,7,0.109,0.018,0.127,9.09,2002-04-04,"early"
45629,"dylan-robinson","F",1,2019,"DY-1",33,7,0,7,0.212,0,0.212,10.93,2002-07-01,"early"
45229,"marcus-gillard","D",2,2019,"DY-1",56,9,0,9,0.161,0,0.161,14.18,2001-10-15,"late"
